Participantno,Age,CommuteTime,CountryCitizen,CountryLive,EmploymentField,EmploymentFieldOther,EmploymentStatus,ExpectedEarning,FinanciallySupporting,FirstDevJob,Gender,HasChildren,HasDebt,HasFinancialDependents,HasHighSpdInternet,HasHomeMortgage,HasServedInMilitary,HasStudentDebt,HomeMortgageOwe,HoursLearning,Income,IsEthnicMinority,IsReceiveDisabilitiesBenefits,IsSoftwareDev,IsUnderEmployed,LanguageAtHome,MaritalStatus,MoneyForLearning,MonthsProgramming
142,37,45 to 60 minutes,Austria,Austria,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,1,1,0,NA,NA,30000,0,0,1,0,German,"single, never married",100,100
143,23,NA,Turkey,Turkey,NA,NA,Doing an unpaid internship,NA,NA,NA,male,NA,1,0,0,0,0,1,NA,8,NA,1,0,0,NA,Turkish,"single, never married",0,1
144,24,Less than 15 minutes,Poland,Poland,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,0,NA,NA,4,20000,0,0,1,0,Polish,married or domestic partnership,0,20
145,29,45 to 60 minutes,Italy,Italy,NA,Digital marketing and communications,Employed for wages,NA,NA,NA,female,NA,0,0,1,NA,0,NA,NA,12,30000,0,0,0,0,Italian,"single, never married",50,36
146,20,NA,United Kingdom,Great Britain,NA,NA,Doing an unpaid internship,26000,NA,NA,male,NA,1,0,1,0,0,1,NA,50,NA,1,0,0,NA,English,"single, never married",0,15
147,24,15 to 29 minutes,India,India,NA,Design,Employed for wages,NA,0,0,male,0,0,1,1,NA,0,NA,NA,20,45000,0,0,1,0,English,"single, never married",0,26
148,25,I work from home,Lithuania,Spain,software development and IT,NA,Self-employed freelancer,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,3,13000,NA,0,1,0,NA,"single, never married",0,30
149,20,NA,Russia,Russia,NA,NA,Not working but looking for work,12000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,14,NA,0,0,0,NA,Russian,separated,0,40
150,21,I work from home,United Kingdom,Poland,software development and IT,NA,Self-employed freelancer,NA,0,1,male,0,1,1,1,0,0,0,NA,5,16000,0,0,1,0,English,"single, never married",250,30
151,18,I work from home,Belgium,Belgium,software development and IT,NA,Self-employed freelancer,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,8,50000,0,0,0,0,Dutch,"single, never married",500,50
152,31,30 to 44 minutes,France,China,"arts, entertainment, sports, or media",NA,Employed for wages,30000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,NA,40000,0,0,0,0,French,married or domestic partnership,0,3
153,23,30 to 44 minutes,Ireland,Ireland,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,0,0,1,NA,10,21000,0,0,1,0,English,"single, never married",0,40
154,18,NA,Kenya,Kenya,NA,NA,Not working and not looking for work,NA,NA,NA,male,NA,0,0,NA,NA,0,NA,NA,35,NA,0,0,0,NA,Kikuyu,"single, never married",3,2
155,26,Less than 15 minutes,"Netherlands (Holland, Europe)","Netherlands (Holland, Europe)",finance,NA,Employed for wages,60000,NA,NA,male,NA,1,0,1,0,0,1,NA,25,10000,0,0,0,0,Dutch,"single, never married",0,2
156,16,NA,India,India,NA,NA,NA,NA,NA,NA,male,NA,0,0,0,NA,0,NA,NA,20,NA,0,0,0,NA,Punjabi,"single, never married",0,1
157,32,NA,Bulgaria,Spain,NA,NA,Not working and not looking for work,25000,NA,NA,female,NA,0,0,1,NA,0,NA,NA,25,NA,0,0,0,NA,Bulgarian,married or domestic partnership,38,14
158,27,30 to 44 minutes,Cyprus,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,1,NA,NA,6,35000,0,0,1,0,Greek,"single, never married",0,30
159,28,NA,Singapore,United Kingdom,NA,NA,Not working but looking for work,60000,NA,NA,female,NA,0,0,1,NA,0,NA,NA,50,NA,1,0,0,NA,English,"single, never married",50,5
160,21,NA,United Kingdom,United Kingdom,NA,NA,Not working and not looking for work,NA,NA,NA,male,NA,0,0,0,NA,0,NA,NA,10,NA,0,0,0,NA,English,"single, never married",30,24
161,28,Less than 15 minutes,United Kingdom,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,5,40000,0,0,1,1,English,"single, never married",200,48
162,26,45 to 60 minutes,India,India,software development and IT,NA,Employed for wages,NA,1,0,male,0,1,1,1,1,0,0,NA,5,NA,1,0,1,1,Telugu,"single, never married",0,50
163,19,15 to 29 minutes,United Kingdom,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,0,trans,NA,0,0,1,NA,0,NA,NA,10,22000,0,0,1,0,English,"single, never married",0,30
164,20,NA,United States of America,United States of America,NA,NA,Not working and not looking for work,62000,NA,NA,male,NA,1,0,1,0,0,0,NA,5,NA,0,0,0,NA,English,"single, never married",150,6
165,34,15 to 29 minutes,South Africa,United Kingdom,office and administrative support,NA,Employed for wages,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,15,25000,0,0,0,1,English,married or domestic partnership,150,3
166,28,15 to 29 minutes,India,India,software development and IT,NA,Employed for wages,NA,0,0,male,0,1,1,1,0,0,1,NA,5,6000,0,0,1,1,Tamil,"single, never married",500,36
167,36,NA,Bosnia & Herzegovina,Bosnia & Herzegovina,NA,NA,A stay-at-home parent or homemaker,12660,NA,NA,female,NA,0,0,1,NA,0,NA,NA,25,NA,0,0,0,NA,Bosnian,married or domestic partnership,120,3
168,27,30 to 44 minutes,Poland,Poland,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,1,0,1,1,0,0,150000,10,15000,0,0,1,0,Polish,"single, never married",0,30
169,16,NA,India,India,NA,NA,Not working and not looking for work,700000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,NA,Hindi,NA,5,12
170,30,45 to 60 minutes,Italy,Italy,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,2,29000,0,0,1,0,Italian,married or domestic partnership,0,80
171,28,15 to 29 minutes,United Kingdom,Ireland,"arts, entertainment, sports, or media",NA,Self-employed freelancer,32500,NA,NA,male,NA,0,0,1,NA,0,NA,NA,20,20000,0,0,0,1,English,"single, never married",0,8
172,24,Less than 15 minutes,United Kingdom,United Kingdom,food and beverage,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,0,0,1,NA,6,15000,0,0,0,1,English,"single, never married",400,8
173,23,NA,India,India,NA,NA,Doing an unpaid internship,NA,NA,1,male,NA,0,0,0,NA,0,NA,NA,NA,NA,0,0,1,NA,Telugu,"single, never married",NA,NA
174,24,I work from home,United Kingdom,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,0,0,1,NA,10,15000,0,0,1,0,English,"single, never married",1000,16
175,17,NA,United Kingdom,United Kingdom,NA,NA,NA,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,2,NA,0,0,0,NA,English,"single, never married",10,36
176,34,More than 60 minutes,India,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,2,7200,0,0,1,0,Konkani,married or domestic partnership,300,48
177,30,30 to 44 minutes,Belgium,Belgium,software development and IT,NA,Employed for wages,NA,0,0,male,0,1,1,1,1,0,0,1500,3,50000,0,0,1,1,French,married or domestic partnership,1000,120
178,24,30 to 44 minutes,United Kingdom,United Kingdom,"arts, entertainment, sports, or media",NA,Employed for wages,NA,NA,1,agender,NA,1,0,1,0,0,1,NA,10,21875,0,1,1,0,English,"single, never married",1000,16
179,22,NA,Egypt,Egypt,NA,NA,Doing an unpaid internship,NA,NA,NA,male,NA,0,0,0,NA,0,NA,NA,40,NA,0,0,0,NA,Egyptian Arabic,"single, never married",NA,5
180,24,45 to 60 minutes,United Kingdom,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,0,1,0,NA,6,30000,0,0,0,0,English,"single, never married",800,4
181,33,More than 60 minutes,South Africa,South Africa,software development and IT,NA,Employed for wages,NA,0,NA,male,0,0,1,1,NA,0,NA,NA,30,15000,1,0,0,1,English,married or domestic partnership,5000,40
182,18,NA,United Kingdom,United Kingdom,NA,NA,NA,17000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,9,NA,0,0,0,NA,English,"single, never married",200,18
183,26,30 to 44 minutes,Portugal,Portugal,software development and IT,NA,Employed for wages,NA,NA,0,female,NA,0,0,1,NA,0,NA,NA,5,6000,0,0,1,1,Portuguese,"single, never married",0,15
184,30,15 to 29 minutes,Slovakia,Czech Republic,finance,NA,Employed for wages,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,3,40000,0,0,0,0,Slovak,"single, never married",50,60
185,18,I work from home,France,New Caledonia,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,0,NA,NA,2,6500,0,0,1,0,English,"single, never married",0,22
186,23,45 to 60 minutes,France,France,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,8,NA,0,0,1,0,French,"single, never married",0,48
187,35,30 to 44 minutes,Poland,Poland,finance,NA,Employed for wages,50000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,7,25000,0,0,0,0,Polish,married or domestic partnership,200,1
188,32,15 to 29 minutes,France,France,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,0,0,1,NA,8,12000,0,0,1,0,French,married or domestic partnership,400,36
189,22,NA,Bosnia & Herzegovina,Bosnia & Herzegovina,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,28,NA,0,0,0,NA,Serbian,"single, never married",0,6
190,25,15 to 29 minutes,Macedonia,Macedonia,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,0,NA,0,NA,NA,10,7200,0,0,1,0,Macedonian,"single, never married",0,60
191,24,NA,Germany,Germany,NA,NA,Not working and not looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,20,NA,0,0,0,NA,German,"single, never married",0,1
192,31,NA,France,France,NA,NA,Not working but looking for work,288000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,30,NA,0,0,0,NA,French,married or domestic partnership,150,5
193,22,15 to 29 minutes,Nigeria,Nigeria,software development and IT,NA,Employed for wages,NA,NA,NA,male,NA,0,0,0,NA,0,NA,NA,28,NA,0,0,0,1,English,"single, never married",NA,NA
194,22,NA,Croatia,Croatia,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,35,NA,0,0,0,NA,Croatian,"single, never married",100,12
195,32,More than 60 minutes,India,India,software development and IT,NA,Employed for wages,NA,1,NA,male,0,0,1,1,NA,0,NA,NA,20,10486,1,0,0,1,Sindhi,"single, never married",100,72
196,30,15 to 29 minutes,United States of America,Germany,software development and IT,NA,Self-employed freelancer,NA,NA,1,female,NA,0,0,1,NA,0,NA,NA,8,32000,0,0,1,0,English,"single, never married",350,30
197,41,45 to 60 minutes,Brazil,Brazil,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,1,60000,0,0,1,0,Portuguese,married or domestic partnership,0,120
198,60,NA,Ireland,Ireland,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,2,NA,0,0,0,NA,English,married or domestic partnership,NA,18
199,21,NA,India,India,NA,NA,NA,120000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,3,NA,0,0,0,NA,Gujarati,"single, never married",0,20
200,27,30 to 44 minutes,Australia,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,NA,65000,0,0,1,0,English,"single, never married",500,NA
201,24,I work from home,Serbia,Serbia,software development and IT,NA,Self-employed business owner,NA,NA,0,female,NA,0,0,0,NA,0,NA,NA,20,10000,1,0,1,1,Serbo-Croatian,married or domestic partnership,50,29
202,27,30 to 44 minutes,United Kingdom,United Kingdom,NA,Tech Recruitment,Employed for wages,31000,NA,NA,male,NA,1,0,1,0,0,1,NA,10,38000,0,0,0,1,English,married or domestic partnership,250,12
203,30,More than 60 minutes,Russia,Russia,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,NA,14000,0,0,1,0,Russian,married or domestic partnership,8,12
204,24,NA,Turkey,Turkey,NA,NA,Doing an unpaid internship,NA,NA,1,male,NA,1,0,0,0,0,1,NA,8,NA,1,0,1,NA,Turkish,"single, never married",100,24
205,22,30 to 44 minutes,United States of America,United States of America,food and beverage,NA,Employed for wages,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,8,22000,0,0,0,1,English,"single, never married",0,6
206,35,NA,United States of America,Finland,NA,NA,Retired,NA,0,NA,male,0,1,1,0,0,1,1,NA,28,NA,1,1,0,NA,English,married or domestic partnership,2500,7
207,23,45 to 60 minutes,Portugal,Portugal,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,0,NA,NA,NA,12000,1,0,1,1,Portuguese,"single, never married",0,60
208,33,NA,Australia,United Kingdom,NA,NA,A stay-at-home parent or homemaker,NA,0,NA,male,1,1,1,1,0,0,0,NA,10,NA,1,0,0,NA,English,married or domestic partnership,0,24
209,23,NA,Iran,Iran,NA,NA,Not working but looking for work,10000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,40,NA,1,0,0,NA,Southern Azerbaijani,"single, never married",NA,6
210,18,NA,United Kingdom,United Kingdom,NA,NA,Not working and not looking for work,50000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,20,NA,0,0,0,NA,English,"single, never married",0,6
211,29,15 to 29 minutes,United Kingdom,United Kingdom,education,NA,Employed for wages,40000,NA,NA,female,NA,0,0,1,NA,0,NA,NA,10,50000,0,0,0,0,English,married or domestic partnership,400,4
212,28,NA,Serbia,Serbia,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,1,0,1,0,0,0,NA,20,NA,0,0,0,NA,Serbian,"single, never married",0,6
213,28,45 to 60 minutes,Brazil,Brazil,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,0,0,0,NA,5,8000,0,0,1,1,Portuguese,"single, never married",40,16
214,23,Less than 15 minutes,United States of America,United States of America,food and beverage,NA,Employed for wages,40000,1,NA,male,0,1,1,1,0,0,0,NA,80,19000,1,0,0,1,English,"single, never married",1000,36
215,23,15 to 29 minutes,Cameroon,Cameroon,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,0,NA,0,NA,NA,84,NA,0,0,1,0,French,"single, never married",0,36
216,26,More than 60 minutes,Brazil,Brazil,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,40,26000,0,0,1,1,Portuguese,"single, never married",200,60
217,26,More than 60 minutes,Brazil,Brazil,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,0,0,1,NA,0,NA,NA,10,246212,0,0,1,1,Portuguese,"single, never married",20,24
218,34,NA,Venezuela,Venezuela,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,8,NA,0,0,0,NA,Spanish,"single, never married",20000,6
219,22,15 to 29 minutes,France,France,"arts, entertainment, sports, or media",NA,Self-employed freelancer,NA,NA,1,male,NA,0,0,0,NA,0,NA,NA,5,6335,0,0,1,1,Polish,"single, never married",3700,30
220,23,More than 60 minutes,United Kingdom,United Kingdom,software development and IT,NA,Self-employed business owner,NA,NA,0,male,NA,0,0,0,NA,0,NA,NA,4,NA,0,0,1,0,English,"single, never married",0,48
221,24,NA,United Kingdom,United Kingdom,NA,NA,Not working but looking for work,NA,NA,NA,female,NA,1,0,1,0,0,1,NA,20,NA,0,0,0,NA,English,"single, never married",35,6
222,27,NA,United Kingdom,United Kingdom,NA,NA,Not working and not looking for work,28000,NA,NA,male,NA,1,0,1,0,0,1,NA,15,NA,1,0,0,NA,English,"single, never married",0,6
223,39,30 to 44 minutes,United Kingdom,United Kingdom,food and beverage,NA,Employed for wages,40000,NA,NA,male,NA,0,0,1,NA,1,NA,NA,15,30000,1,0,0,1,Japanese,married or domestic partnership,35,1
224,22,Less than 15 minutes,Israel,Israel,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,0,0,1,NA,1,NA,NA,10,26000,0,0,1,1,Hebrew,"single, never married",100,12
225,23,NA,Germany,Germany,NA,NA,NA,NA,NA,NA,male,NA,1,0,1,0,0,1,NA,5,NA,0,0,0,NA,German,"single, never married",NA,43
226,23,More than 60 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,1,0,0,296000,10,70000,0,0,1,0,English,"single, never married",240,36
227,45,15 to 29 minutes,United States of America,United States of America,food and beverage,NA,Employed for wages,35000,NA,NA,male,NA,1,0,1,0,1,1,NA,5,35000,0,0,0,1,English,"single, never married",60,4
228,27,30 to 44 minutes,United Kingdom,United Kingdom,office and administrative support,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,1,0,1,150000,30,26750,1,0,0,1,English,"single, never married",50,1
229,24,15 to 29 minutes,Germany,Germany,software development and IT,NA,Employed for wages,NA,NA,1,female,NA,1,0,1,0,0,0,NA,50,70000,0,0,1,0,German,"single, never married",1000,7
230,23,Less than 15 minutes,United States of America,United States of America,NA,Warehousing,Employed for wages,50000,NA,NA,male,NA,1,0,1,0,0,0,NA,10,52000,0,0,0,1,English,"single, never married",0,2
231,19,NA,India,India,NA,NA,Not working but looking for work,100000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,40,NA,0,0,0,NA,Hindi,"single, never married",90,19
232,21,NA,Kyrgyzstan,Kyrgyzstan,NA,NA,Not working but looking for work,20000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,40,NA,0,0,0,NA,Russian,"single, never married",0,9
233,20,NA,United States of America,United States of America,NA,NA,NA,NA,NA,NA,female,NA,1,0,1,0,0,1,NA,12,NA,0,0,0,NA,English,"single, never married",20,5
234,33,Less than 15 minutes,United States of America,Sweden,software development and IT,NA,Employed for wages,NA,NA,1,female,NA,0,0,1,NA,0,NA,NA,5,45000,0,0,1,0,English,married or domestic partnership,8000,8
235,25,30 to 44 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,90000,NA,NA,male,NA,1,0,1,0,0,1,NA,15,63000,0,0,0,0,English,"single, never married",1200,0
236,34,Less than 15 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,1,0,1,200000,10,40000,0,0,1,0,English,married or domestic partnership,800,18
237,29,NA,Nigeria,United States of America,NA,NA,NA,130000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,30,NA,1,0,0,NA,English,"single, never married",100,6
238,16,NA,United States of America,United States of America,NA,NA,Not working but looking for work,80000,NA,NA,male,NA,0,0,1,NA,0,NA,NA,5,NA,1,0,0,NA,English,"single, never married",40,48
239,43,NA,United States of America,United States of America,NA,NA,Not working but looking for work,78000,NA,NA,female,NA,1,0,1,0,0,1,NA,20,NA,0,0,0,NA,English,"single, never married",100,6
240,23,Less than 15 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,0,1,female,0,0,1,1,NA,0,NA,NA,3,47500,1,0,1,0,English,married or domestic partnership,15,40
241,33,Less than 15 minutes,Sweden,Sweden,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,1,1,1,1,350000,8,90000,0,0,1,0,Swedish,married or domestic partnership,1000,18
242,24,NA,Ghana,Ukraine,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,20,NA,1,0,0,NA,Twi,"single, never married",0,36
243,33,30 to 44 minutes,United States of America,United States of America,legal,NA,Employed for wages,80000,NA,NA,male,NA,1,0,1,0,0,1,NA,10,60000,0,0,0,0,English,married or domestic partnership,4000,16
244,32,NA,United States of America,United States of America,NA,NA,NA,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,30,NA,0,0,0,NA,English,"single, never married",0,6
245,21,NA,Hungary,Hungary,NA,NA,Not working but looking for work,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,10,NA,0,0,0,NA,Hungarian,married or domestic partnership,0,5
246,38,15 to 29 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,1,male,NA,1,0,0,1,0,1,130000,10,93000,1,0,1,0,English,married or domestic partnership,1000,36
247,36,45 to 60 minutes,United Kingdom,United Kingdom,software development and IT,NA,Employed for wages,NA,NA,NA,male,NA,1,0,1,0,0,1,NA,4,18700,0,0,0,1,English,"single, never married",700,12
248,32,NA,India,Canada,NA,NA,Not working but looking for work,NA,NA,0,male,NA,1,0,1,1,0,1,20000,8,NA,1,0,1,NA,English,"single, never married",16800,72
249,21,NA,United States of America,United States of America,NA,NA,NA,55000,NA,NA,female,NA,0,0,1,NA,0,NA,NA,6,NA,0,0,0,NA,English,"single, never married",0,26
250,21,NA,India,India,NA,NA,Not working but looking for work,24000,NA,NA,male,NA,0,0,0,NA,0,NA,NA,28,NA,NA,0,0,NA,Malayalam,"single, never married",0,60
251,17,Less than 15 minutes,United Kingdom,United Kingdom,"arts, entertainment, sports, or media",NA,Employed for wages,NA,NA,NA,male,NA,0,0,1,NA,0,NA,NA,8,NA,0,0,0,1,English,"single, never married",0,3
252,20,NA,Spain,Spain,NA,NA,Doing an unpaid internship,NA,NA,1,male,NA,0,0,1,NA,0,NA,NA,40,NA,NA,0,1,NA,Spanish,"single, never married",0,60
253,36,Less than 15 minutes,United States of America,NA,food and beverage,NA,Employed for wages,56000,NA,NA,male,NA,1,0,1,0,0,1,NA,5,18000,0,0,0,1,English,married or domestic partnership,100,2
254,28,Less than 15 minutes,United States of America,United States of America,software development and IT,NA,Employed for wages,NA,NA,0,male,NA,1,0,1,0,0,1,NA,6,61000,0,0,1,0,English,married or domestic partnership,12000,26
255,32,30 to 44 minutes,United States of America,United States of America,NA,Social security,Employed for wages,65000,NA,NA,male,NA,1,0,1,1,0,0,151000,6,62000,0,0,0,0,English,married or domestic partnership,750,24
